CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
12743,31,Male,2,22,7,3,Premium,Quarterly,164,4,1
12744,52,Female,10,23,8,25,Premium,Monthly,472,10,1
12745,37,Male,54,21,0,11,Basic,Annual,770,14,0
12746,37,Female,18,10,10,25,Standard,Annual,715,16,1
12747,53,Female,58,23,5,30,Standard,Annual,233,3,1
12748,55,Female,24,2,1,15,Standard,Quarterly,808,25,1
12749,60,Male,17,17,10,27,Basic,Annual,953,27,1
12750,31,Male,56,24,3,22,Standard,Annual,489,10,1
12751,18,Male,39,26,3,9,Basic,Monthly,502,10,1
12752,48,Female,35,12,8,18,Basic,Quarterly,476,27,1
12753,32,Female,31,16,1,14,Standard,Quarterly,359,30,1
12754,27,Male,41,21,6,27,Standard,Quarterly,745,22,1
12755,59,Female,50,3,8,9,Standard,Annual,355,2,1
12756,64,Female,58,20,6,26,Standard,Annual,980,6,1
12757,64,Male,36,20,2,11,Premium,Quarterly,702,24,1
12758,44,Male,50,12,0,11,Standard,Quarterly,171,4,1
12759,49,Female,57,16,10,20,Basic,Quarterly,849,21,1
12760,63,Male,46,26,5,10,Standard,Quarterly,804,10,1
12761,23,Male,22,19,7,26,Standard,Quarterly,831,2,1
12762,58,Male,16,14,4,5,Basic,Monthly,575,2,1
12763,36,Male,60,3,9,0,Standard,Annual,348,23,1
12764,21,Female,28,25,0,20,Premium,Quarterly,995,22,1
12765,62,Female,43,24,5,15,Standard,Annual,526,9,1
12766,50,Female,45,22,8,10,Standard,Quarterly,307,5,1
12767,18,Male,3,28,3,22,Basic,Annual,784,14,1
12768,29,Female,9,23,10,24,Basic,Quarterly,119,19,1
12769,54,Female,57,9,1,22,Premium,Annual,231,28,1
12770,61,Female,11,11,7,7,Basic,Annual,109,1,1
12771,44,Male,23,15,7,13,Standard,Quarterly,409,19,1
12772,46,Female,40,15,6,19,Premium,Monthly,658,2,1
12773,50,Female,6,5,1,25,Standard,Annual,206,28,1
12774,56,Female,56,12,9,21,Basic,Quarterly,185,30,1
12775,33,Male,1,12,10,26,Standard,Annual,505,19,1
12776,23,Female,52,17,0,15,Standard,Annual,632,10,0
12777,38,Male,3,13,6,29,Premium,Annual,891,16,1
12778,53,Female,7,25,3,13,Standard,Annual,272,9,1
12779,45,Male,39,16,6,24,Premium,Monthly,492,28,1
12780,23,Female,41,12,1,11,Basic,Annual,895,19,1
12781,57,Male,36,3,2,22,Basic,Annual,425,5,1
12782,20,Female,57,11,6,27,Premium,Annual,829,2,1
12783,56,Female,59,17,10,4,Premium,Quarterly,838,28,1
12784,38,Male,8,26,2,5,Premium,Monthly,110,6,1
12785,22,Female,28,8,10,14,Standard,Annual,581,20,1
12786,47,Female,18,29,3,0,Standard,Monthly,130,16,1
12787,61,Female,44,15,6,5,Standard,Monthly,500,26,1
12788,61,Female,58,23,1,20,Basic,Annual,892,18,1
12789,18,Male,47,19,2,10,Premium,Quarterly,340,23,1
12790,43,Female,2,22,4,21,Standard,Annual,720,3,1
12791,18,Female,36,24,7,26,Standard,Quarterly,307,27,1
12792,36,Female,21,2,0,8,Standard,Monthly,320,8,1
12793,34,Male,10,17,1,23,Standard,Quarterly,705,12,1
12794,59,Female,11,27,4,21,Premium,Quarterly,251,30,1
12795,55,Female,3,17,2,4,Basic,Annual,897,28,1
12796,18,Female,47,11,6,14,Premium,Monthly,407,29,1
12797,21,Male,50,30,7,23,Premium,Quarterly,647,27,1
12798,43,Female,50,5,8,8,Standard,Monthly,840,3,1
12799,29,Female,39,22,7,22,Standard,Annual,770,29,1
12800,27,Male,60,15,3,15,Premium,Quarterly,567,9,1
12801,51,Male,18,28,6,28,Basic,Annual,198,24,1
12802,61,Female,17,23,10,21,Basic,Quarterly,577,18,1
12803,29,Male,22,4,8,9,Standard,Quarterly,987,3,1
12804,21,Female,31,18,10,1,Standard,Annual,619,13,1
12805,28,Female,30,20,8,11,Premium,Quarterly,861,30,1
12806,52,Female,24,22,7,14,Standard,Monthly,932,30,1
12807,59,Female,24,25,7,30,Standard,Monthly,826,25,1
12808,51,Female,54,24,7,8,Standard,Monthly,271,28,1
12809,60,Male,18,7,1,21,Standard,Annual,593,24,1
12810,47,Male,46,16,8,6,Basic,Quarterly,946,12,1
12811,28,Male,2,18,2,8,Basic,Quarterly,742,12,1
12812,61,Male,1,1,4,27,Premium,Annual,457,20,1
12813,55,Female,7,20,1,2,Standard,Monthly,323,24,1
12814,42,Female,16,2,5,0,Premium,Annual,524,21,1
12815,24,Male,32,17,5,4,Standard,Annual,488,15,1
12816,37,Male,12,26,5,5,Basic,Annual,477,21,1
12817,65,Male,26,9,0,29,Premium,Quarterly,293,14,1
12818,33,Female,53,22,9,10,Basic,Annual,624,7,1
12819,46,Male,17,24,10,0,Standard,Annual,185,6,1
12820,30,Female,41,15,8,27,Standard,Quarterly,966,11,1
12821,52,Male,27,4,7,8,Standard,Quarterly,242,28,1
12822,39,Female,32,24,2,28,Standard,Monthly,490,4,1
12823,33,Male,32,13,10,7,Premium,Monthly,759,20,1
12824,36,Male,53,26,8,15,Basic,Annual,730,24,1
12825,20,Female,48,15,4,22,Basic,Annual,558,16,1
12826,22,Male,31,19,9,5,Basic,Monthly,750,27,1
12827,48,Male,13,29,8,1,Standard,Quarterly,903,19,1
12828,59,Male,60,3,6,24,Basic,Monthly,239,10,1
12829,62,Male,53,29,1,3,Standard,Monthly,375,11,1
12830,47,Male,59,21,9,13,Standard,Quarterly,880,23,1
12831,59,Female,17,15,5,10,Premium,Monthly,274,9,1
12832,22,Female,19,2,0,15,Premium,Annual,247,2,1
12833,49,Male,2,12,8,1,Premium,Annual,694,13,1
12834,29,Female,40,18,2,8,Standard,Annual,560,11,0
12835,24,Female,43,10,2,2,Premium,Quarterly,576,16,1
12836,28,Female,46,12,6,17,Premium,Monthly,885,7,1
12837,65,Male,28,25,10,14,Premium,Annual,179,22,1
12838,35,Male,55,25,1,29,Premium,Monthly,325,1,1
12839,33,Female,16,25,4,11,Standard,Quarterly,412,9,1
12840,63,Female,8,30,0,28,Standard,Monthly,904,4,1
12841,46,Female,56,15,6,2,Basic,Monthly,558,23,1
12842,49,Female,28,3,6,12,Standard,Monthly,557,14,1
12843,47,Female,38,13,8,27,Basic,Annual,357,15,1
12844,45,Female,35,8,10,6,Premium,Quarterly,421,25,1
12845,46,Male,56,29,0,19,Basic,Annual,571,5,0
12846,33,Male,44,13,4,27,Premium,Annual,356,21,1
12847,45,Male,55,29,0,2,Standard,Quarterly,111,30,1
12848,36,Female,33,29,4,22,Standard,Monthly,806,18,1
12849,61,Male,8,4,4,19,Standard,Quarterly,964,8,1
12850,18,Female,57,1,8,28,Premium,Monthly,580,18,1
12851,39,Male,47,18,2,1,Premium,Monthly,880,16,1
12852,57,Male,28,13,5,12,Basic,Annual,508,29,1
12853,60,Female,42,5,5,12,Premium,Quarterly,605,10,1
12854,41,Male,39,26,2,25,Premium,Monthly,886,12,1
12855,36,Male,38,19,4,11,Premium,Monthly,852,21,1
12856,26,Male,41,17,1,29,Basic,Annual,243,5,1
12857,57,Female,50,17,8,25,Premium,Monthly,725,29,1
12858,24,Male,6,10,7,24,Basic,Monthly,537,11,1
12859,61,Female,27,27,4,24,Basic,Monthly,506,18,1
12860,50,Female,14,25,8,5,Standard,Quarterly,942,10,1
12861,20,Female,23,5,6,23,Standard,Annual,300,1,1
12862,32,Female,30,4,5,1,Premium,Monthly,428,14,1
12863,29,Female,14,27,3,7,Basic,Quarterly,720,10,1
12864,40,Male,3,19,4,3,Standard,Annual,241,19,1
12865,45,Male,39,9,2,10,Basic,Quarterly,334,20,1
12866,58,Male,29,6,8,8,Standard,Annual,946,5,1
12867,63,Male,11,15,2,22,Basic,Monthly,967,6,1
12868,21,Male,43,1,0,16,Standard,Quarterly,933,22,0
12869,49,Female,46,10,9,4,Premium,Monthly,444,9,1
12870,64,Female,3,18,1,22,Premium,Quarterly,209,25,1
12871,38,Female,39,14,6,17,Standard,Monthly,603,18,1
12872,49,Male,55,6,9,2,Basic,Annual,768,22,1
12873,43,Male,41,1,5,5,Basic,Annual,991,3,1
12874,49,Male,25,21,7,5,Premium,Annual,798,13,1
12875,27,Female,8,30,2,22,Standard,Monthly,574,23,1
12876,35,Female,38,17,5,27,Premium,Quarterly,278,19,1
12877,53,Female,7,11,8,12,Standard,Monthly,109,15,1
12878,65,Female,55,11,9,28,Basic,Annual,158,6,1
12879,31,Male,56,14,7,19,Premium,Quarterly,608,5,1
12880,27,Female,27,5,10,21,Standard,Annual,534,24,1
12881,63,Female,59,23,9,10,Basic,Monthly,969,13,1
12882,23,Female,49,29,3,26,Premium,Quarterly,512,12,1
12883,58,Male,8,29,2,20,Basic,Monthly,339,9,1
12884,34,Female,5,8,9,0,Premium,Quarterly,110,27,1
12885,20,Male,39,28,8,30,Premium,Quarterly,861,27,1
12886,24,Male,23,21,5,18,Standard,Monthly,842,12,1
12887,29,Male,21,7,6,20,Standard,Monthly,751,3,1
12888,43,Male,17,6,7,6,Standard,Monthly,134,13,1
12889,18,Male,34,6,10,9,Standard,Annual,601,22,1
12890,29,Male,3,9,10,7,Standard,Monthly,678,28,1
12891,59,Male,11,14,2,10,Standard,Monthly,210,24,1
12892,37,Male,13,16,2,15,Basic,Monthly,457,29,1
12893,29,Female,34,24,6,7,Premium,Annual,783,25,1
12894,22,Female,39,21,4,14,Premium,Annual,541,18,1
12895,37,Female,10,25,8,15,Standard,Annual,532,3,1
12896,55,Female,24,13,3,12,Premium,Annual,244,1,1
12897,32,Female,34,6,2,17,Premium,Annual,204,26,1
12898,51,Female,59,19,8,18,Standard,Annual,467,5,1
12899,41,Female,45,25,8,29,Basic,Quarterly,308,6,1
12900,62,Male,47,6,5,2,Premium,Annual,775,18,1
12901,27,Female,49,28,0,14,Basic,Monthly,962,13,1
12902,41,Male,24,27,9,29,Premium,Monthly,738,2,1
12903,50,Female,36,19,3,2,Standard,Quarterly,476,5,1
12904,50,Male,58,29,7,14,Standard,Annual,793,17,1
12905,31,Female,18,7,2,11,Premium,Quarterly,976,3,1
12906,59,Female,9,23,9,20,Basic,Annual,719,28,1
12907,54,Male,52,26,8,17,Basic,Annual,971,25,1
12908,52,Male,40,9,6,19,Premium,Annual,687,8,1
12909,63,Female,46,10,0,0,Premium,Quarterly,434,20,1
12910,57,Male,12,4,9,2,Basic,Annual,515,3,1
12911,31,Male,26,9,5,15,Premium,Annual,689,27,1
12912,62,Male,51,5,5,28,Standard,Annual,652,15,1
12913,29,Female,32,25,2,14,Basic,Annual,823,1,0
12914,43,Male,3,3,4,23,Standard,Quarterly,155,16,1
12915,40,Female,7,20,8,13,Basic,Monthly,512,2,1
12916,43,Female,11,7,7,27,Basic,Quarterly,872,29,1
12917,34,Male,27,22,10,9,Basic,Quarterly,852,24,1
12918,58,Female,26,19,10,9,Standard,Quarterly,744,9,1
12919,27,Female,27,5,4,16,Standard,Quarterly,765,28,1
12920,58,Male,3,11,5,13,Premium,Quarterly,565,25,1
12921,50,Male,29,21,0,22,Premium,Monthly,493,13,1
12922,31,Male,4,14,6,0,Premium,Monthly,356,20,1
12923,57,Male,40,15,7,22,Basic,Annual,860,17,1
12924,38,Female,58,4,7,16,Standard,Monthly,593,1,1
12925,65,Male,46,30,3,29,Standard,Quarterly,505,27,1
12926,56,Male,14,20,2,18,Basic,Monthly,107,13,1
12927,43,Male,49,25,0,9,Standard,Annual,200,15,1
12928,41,Female,30,23,8,15,Standard,Annual,402,18,1
12929,52,Male,49,17,2,25,Standard,Monthly,362,27,1
12930,34,Male,50,9,4,3,Basic,Monthly,205,5,1
12931,53,Male,1,6,7,2,Standard,Annual,208,21,1
12932,38,Female,2,30,8,13,Basic,Quarterly,156,5,1
12933,22,Female,42,30,8,5,Basic,Monthly,624,21,1
12934,38,Male,10,19,3,30,Premium,Annual,358,4,1
12935,57,Female,1,24,0,3,Basic,Annual,352,1,1
12936,51,Female,14,12,1,1,Standard,Annual,435,18,1
12937,52,Female,9,14,10,16,Basic,Quarterly,351,17,1
12938,48,Female,12,9,8,29,Premium,Quarterly,463,24,1
12939,39,Female,50,16,3,22,Premium,Monthly,545,27,1
12940,53,Male,23,12,2,28,Premium,Quarterly,249,15,1
12941,48,Male,35,6,8,5,Standard,Annual,533,24,1
12942,33,Female,52,14,1,8,Premium,Monthly,219,17,1
12943,63,Female,60,22,8,13,Basic,Quarterly,399,16,1
12944,38,Female,46,12,8,3,Basic,Quarterly,332,16,1
12945,24,Female,38,21,5,12,Premium,Monthly,818,30,1
12946,26,Female,35,6,9,13,Standard,Quarterly,783,18,1
12947,59,Female,15,28,2,25,Premium,Annual,213,14,1
12948,47,Female,4,20,9,1,Standard,Monthly,187,4,1
12949,62,Female,36,16,0,15,Basic,Quarterly,419,23,1
12950,31,Female,44,13,9,6,Basic,Quarterly,320,8,1
12951,34,Female,19,7,10,28,Basic,Annual,531,15,1
12952,40,Female,14,25,5,28,Premium,Monthly,991,20,1
12953,50,Male,27,23,9,0,Premium,Monthly,497,20,1
12954,27,Female,11,21,4,1,Basic,Monthly,715,8,1
12955,65,Male,29,7,9,21,Premium,Monthly,487,28,1
12956,26,Male,18,19,10,8,Basic,Monthly,245,18,1
12957,63,Female,35,20,5,15,Basic,Quarterly,470,22,1
12958,54,Male,16,28,4,2,Premium,Quarterly,552,25,1
12959,65,Female,9,17,1,17,Standard,Annual,140,7,1
12960,23,Female,57,23,8,30,Basic,Quarterly,897,20,1
12961,48,Female,38,23,4,0,Standard,Quarterly,929,30,1
12962,52,Male,23,9,9,2,Basic,Monthly,404,4,1
12963,58,Female,7,11,5,1,Basic,Annual,875,5,1
12964,22,Female,42,27,0,0,Premium,Monthly,379,14,1
12965,30,Male,46,8,0,2,Premium,Quarterly,716,25,0
12966,35,Female,28,20,6,29,Standard,Annual,202,8,1
12967,43,Female,29,28,1,20,Basic,Quarterly,798,16,1
12968,65,Female,52,23,8,29,Premium,Quarterly,815,17,1
12969,21,Male,23,16,0,11,Premium,Annual,744,10,0
12970,30,Male,46,28,2,18,Standard,Annual,756,10,0
12971,65,Female,48,7,5,6,Premium,Annual,572,8,1
12972,37,Male,53,22,2,3,Premium,Quarterly,302,23,1
12973,31,Male,31,17,3,27,Basic,Quarterly,863,3,1
12974,19,Female,12,17,10,13,Standard,Annual,909,5,1
12975,35,Male,49,11,4,20,Standard,Annual,108,2,1
12976,60,Male,33,6,8,26,Standard,Annual,170,27,1
12977,22,Male,33,24,3,25,Basic,Monthly,627,13,1
12978,30,Female,57,11,2,27,Standard,Monthly,969,4,1
12979,37,Male,17,14,7,4,Premium,Quarterly,268,8,1
12980,19,Female,53,26,7,23,Basic,Quarterly,981,22,1
12981,46,Female,42,1,2,30,Premium,Quarterly,835,10,1
12982,42,Male,47,8,8,12,Basic,Annual,803,8,1
12983,35,Female,7,20,2,21,Premium,Quarterly,751,19,1
12984,39,Female,23,19,0,11,Standard,Annual,781,26,1
12985,35,Female,49,28,7,7,Basic,Annual,955,24,1
12986,52,Male,43,2,9,20,Premium,Monthly,446,13,1
12987,54,Female,2,4,3,19,Standard,Quarterly,603,16,1
12988,46,Male,37,5,0,16,Standard,Quarterly,366,10,1
12989,48,Male,58,13,1,11,Standard,Monthly,294,2,1
12990,23,Female,2,24,8,17,Basic,Monthly,923,15,1
12991,27,Male,54,17,0,26,Basic,Monthly,555,15,1
12992,22,Female,3,1,4,4,Basic,Quarterly,922,21,1
12993,59,Female,19,4,2,16,Standard,Monthly,497,25,1
12994,43,Male,40,7,7,30,Premium,Monthly,737,12,1
12995,60,Female,5,29,3,14,Basic,Monthly,919,4,1
12996,40,Female,7,22,2,6,Basic,Quarterly,788,6,0
12997,59,Female,26,20,7,29,Premium,Quarterly,417,15,1
12998,27,Female,51,22,1,8,Premium,Annual,603,20,1
12999,35,Female,8,13,9,8,Premium,Monthly,405,19,1
13000,19,Female,6,14,9,23,Premium,Annual,654,25,1
13001,25,Male,24,27,2,10,Basic,Annual,255,11,1
13002,23,Male,47,9,9,17,Basic,Monthly,344,29,1
13003,50,Male,27,6,8,25,Premium,Quarterly,732,29,1
13004,23,Male,52,27,7,10,Basic,Annual,731,18,1
13005,42,Male,1,24,6,27,Standard,Quarterly,337,28,1
13006,42,Male,39,7,9,8,Standard,Quarterly,670,8,1
13007,21,Female,26,1,6,30,Standard,Quarterly,1000,7,1
13008,21,Female,57,14,3,28,Standard,Monthly,521,28,1
13009,38,Male,54,26,7,9,Premium,Annual,945,30,1
13010,23,Male,46,19,10,10,Standard,Monthly,441,15,1
13011,65,Male,27,3,6,8,Premium,Quarterly,180,10,1
13012,23,Male,1,14,2,10,Standard,Annual,114,19,1
13013,23,Male,3,8,4,4,Premium,Quarterly,142,28,1
13014,53,Female,23,20,8,23,Basic,Monthly,453,25,1
13015,24,Female,10,24,3,3,Basic,Annual,165,9,1
13016,41,Female,9,19,8,23,Premium,Monthly,833,2,1
13017,29,Female,24,22,6,1,Premium,Monthly,663,2,1
13018,31,Male,38,23,0,16,Standard,Quarterly,613,4,0
13019,52,Female,54,22,5,14,Standard,Annual,701,12,1
13020,59,Male,47,13,4,3,Premium,Monthly,975,26,1
13021,28,Female,34,10,6,3,Premium,Annual,988,4,1
13022,39,Male,42,7,10,21,Basic,Quarterly,460,19,1
13023,62,Male,24,17,5,3,Standard,Monthly,965,26,1
13024,31,Male,33,22,4,21,Premium,Monthly,883,30,1
13025,51,Female,30,2,10,28,Premium,Annual,300,26,1
13026,21,Female,47,24,0,28,Premium,Annual,671,9,1
13027,19,Female,18,13,7,12,Premium,Quarterly,588,24,1
13028,61,Female,52,27,4,30,Basic,Quarterly,801,5,1
13029,30,Male,27,1,2,10,Basic,Quarterly,129,2,1
13030,18,Female,52,1,10,9,Premium,Monthly,392,21,1
13031,28,Female,53,28,4,9,Premium,Quarterly,581,22,1
13032,20,Female,16,7,3,27,Basic,Quarterly,682,26,1
13033,47,Female,34,3,2,10,Standard,Annual,899,23,1
13034,19,Male,14,25,0,4,Standard,Quarterly,782,19,0
13035,48,Female,13,2,8,10,Standard,Annual,381,7,1
13036,63,Male,57,4,8,12,Basic,Annual,636,16,1
13037,26,Female,57,14,0,27,Premium,Annual,831,28,1
13038,28,Female,24,1,3,29,Basic,Quarterly,156,28,1
13039,48,Male,31,2,8,2,Basic,Annual,191,27,1
13040,42,Female,51,3,2,11,Standard,Quarterly,869,27,1
13041,43,Female,8,20,8,18,Standard,Annual,966,17,1
13042,20,Female,46,24,0,29,Premium,Monthly,546,28,1
13043,30,Male,19,8,0,0,Premium,Quarterly,851,21,1
13044,62,Female,12,17,0,24,Standard,Monthly,788,25,1
13045,34,Male,5,5,1,12,Standard,Monthly,586,12,1
13046,42,Male,20,3,9,6,Basic,Monthly,957,6,1
13047,53,Male,11,25,9,13,Standard,Quarterly,663,8,1
13048,18,Female,17,30,3,28,Standard,Quarterly,602,28,1
13049,30,Male,46,30,6,24,Premium,Monthly,725,22,1
13050,59,Male,48,23,6,9,Premium,Monthly,652,13,1
13051,53,Male,8,6,4,9,Standard,Quarterly,319,28,1
13052,40,Female,31,26,7,5,Standard,Annual,818,27,1
13053,33,Male,19,29,7,6,Basic,Annual,390,12,1
13054,26,Male,30,3,9,20,Standard,Quarterly,120,17,1
13055,36,Male,46,11,1,15,Standard,Monthly,190,17,1
13056,40,Male,10,24,8,0,Premium,Annual,700,23,1
13057,59,Female,44,22,6,16,Standard,Annual,330,19,1
13058,55,Male,22,5,8,21,Standard,Monthly,647,29,1
13059,57,Male,51,25,8,4,Basic,Annual,595,22,1
13060,32,Male,21,21,5,10,Basic,Monthly,581,3,1
13061,39,Female,33,4,7,10,Premium,Quarterly,307,11,1
13062,27,Male,28,24,3,1,Premium,Quarterly,212,17,1
13063,60,Male,31,21,1,3,Basic,Annual,993,28,1
13064,63,Male,55,5,4,27,Basic,Quarterly,101,8,1
13065,47,Female,57,25,1,8,Standard,Annual,253,17,1
13066,47,Female,13,16,6,18,Standard,Annual,285,23,1
13067,62,Female,20,30,10,1,Premium,Annual,302,30,1
13068,64,Male,12,19,0,24,Premium,Monthly,508,2,1
13069,50,Male,30,22,7,2,Premium,Annual,332,13,1
13070,38,Male,41,16,8,15,Basic,Quarterly,742,13,1
13071,40,Male,5,6,2,13,Standard,Monthly,303,7,1
13072,59,Female,57,4,5,3,Basic,Monthly,303,23,1
13073,35,Female,7,16,0,20,Standard,Annual,437,22,1
13074,59,Female,22,22,5,29,Premium,Monthly,221,8,1
13075,29,Male,6,22,7,8,Basic,Quarterly,283,4,1
13076,44,Female,29,24,7,13,Standard,Annual,979,19,1
13077,64,Male,27,28,4,25,Premium,Quarterly,545,27,1
13078,21,Male,39,14,5,23,Premium,Annual,282,11,1
13079,33,Male,12,11,0,6,Premium,Quarterly,333,21,1
13080,44,Male,20,16,7,2,Standard,Annual,491,13,1
13081,63,Female,19,2,9,9,Basic,Annual,248,24,1
13082,57,Female,55,7,9,18,Premium,Annual,388,29,1
13083,44,Male,2,19,10,27,Basic,Monthly,656,4,1
13084,35,Female,49,18,3,10,Basic,Quarterly,378,20,1
13085,19,Male,15,28,7,19,Standard,Monthly,360,12,1
13086,25,Male,24,1,4,13,Basic,Annual,618,12,1
13087,53,Female,42,13,0,27,Basic,Quarterly,937,9,1
13088,30,Female,53,15,4,16,Basic,Monthly,749,16,1
13089,53,Female,45,26,6,9,Standard,Annual,183,27,1
13090,56,Female,38,26,8,21,Standard,Monthly,499,5,1
13091,65,Female,42,20,0,0,Standard,Quarterly,895,3,1
13092,45,Female,22,8,5,16,Standard,Quarterly,661,25,1
13093,62,Male,28,13,1,17,Premium,Quarterly,156,29,1
13094,51,Female,32,17,1,26,Standard,Annual,927,21,1
13095,54,Female,47,10,1,6,Standard,Annual,886,18,1
13096,19,Male,59,3,1,16,Basic,Quarterly,693,14,0
13097,52,Female,34,20,8,23,Standard,Quarterly,403,21,1
13098,41,Male,36,12,5,4,Standard,Monthly,160,18,1
13099,61,Male,43,9,10,6,Standard,Annual,245,10,1
13100,61,Female,32,12,3,22,Premium,Quarterly,305,2,1
13101,41,Male,2,23,3,5,Basic,Monthly,749,17,1
13102,46,Male,38,8,4,2,Basic,Monthly,425,12,1
13103,29,Male,15,24,4,28,Premium,Monthly,430,7,1
13104,49,Male,10,30,4,0,Basic,Monthly,554,3,1
13105,39,Female,54,21,2,13,Premium,Monthly,547,25,1
13106,60,Male,4,4,8,1,Premium,Monthly,863,26,1
13107,60,Male,16,4,1,20,Premium,Annual,559,18,1
13108,49,Male,24,5,1,23,Standard,Monthly,586,23,1
13109,45,Female,28,8,7,10,Basic,Quarterly,139,16,1
13110,22,Male,33,19,7,3,Standard,Monthly,792,27,1
13111,41,Male,28,10,10,10,Basic,Annual,526,11,1
13112,30,Female,32,19,6,5,Standard,Monthly,508,6,1
13113,20,Female,21,3,6,18,Premium,Quarterly,224,22,1
13114,22,Male,39,28,2,8,Premium,Quarterly,901,26,0
13115,32,Male,30,12,10,24,Basic,Quarterly,708,23,1
13116,57,Male,25,2,6,19,Standard,Annual,454,15,1
13117,21,Male,25,18,9,13,Basic,Monthly,858,25,1
13118,28,Male,11,3,5,14,Standard,Monthly,683,6,1
13119,26,Female,15,28,4,18,Premium,Annual,679,25,1
13120,26,Female,8,1,7,0,Basic,Monthly,695,8,1
13121,34,Female,10,14,6,24,Basic,Quarterly,124,18,1
13122,28,Male,56,15,2,29,Standard,Quarterly,289,1,1
13123,62,Female,19,12,0,8,Premium,Monthly,375,1,1
13124,33,Male,8,21,7,3,Premium,Annual,452,7,1
13125,27,Male,33,12,4,0,Standard,Monthly,362,13,1
13126,58,Male,46,15,5,29,Standard,Annual,208,19,1
13127,25,Male,46,14,3,30,Standard,Annual,723,19,1
13128,64,Female,15,22,7,21,Premium,Quarterly,449,19,1
13129,61,Male,37,8,9,13,Basic,Annual,658,26,1
13130,31,Female,19,18,4,24,Standard,Monthly,274,30,1
13131,59,Male,40,11,7,3,Premium,Annual,923,16,1
13132,41,Female,8,28,6,13,Basic,Quarterly,886,26,1
13133,58,Male,52,25,1,3,Standard,Monthly,456,6,1
13134,32,Female,2,18,8,1,Basic,Quarterly,293,24,1
13135,63,Female,48,10,2,9,Basic,Quarterly,138,4,1
13136,57,Female,56,30,8,1,Basic,Annual,663,16,1
13137,31,Male,34,20,8,17,Basic,Quarterly,595,27,1
13138,40,Male,24,24,6,17,Standard,Annual,648,6,1
13139,51,Male,12,29,7,26,Basic,Annual,941,18,1
13140,27,Male,7,11,5,27,Basic,Quarterly,790,20,1
13141,61,Female,46,11,3,18,Standard,Annual,754,29,1
13142,33,Male,23,14,6,2,Standard,Quarterly,751,2,1
13143,53,Female,53,6,7,7,Premium,Monthly,149,19,1
13144,36,Female,57,16,2,29,Basic,Annual,791,10,1
13145,62,Male,57,2,2,26,Standard,Monthly,146,23,1
13146,27,Female,55,13,5,2,Basic,Quarterly,629,22,1
13147,64,Female,22,4,9,15,Basic,Quarterly,990,23,1
13148,32,Female,56,19,2,30,Premium,Annual,993,18,1
13149,33,Male,14,12,6,1,Premium,Monthly,762,23,1
13150,51,Female,14,26,1,2,Premium,Monthly,968,27,1
13151,39,Female,10,14,2,26,Premium,Monthly,675,26,1
13152,25,Female,4,12,9,19,Standard,Quarterly,411,26,1
13153,36,Male,47,30,4,8,Basic,Annual,358,22,1
13154,45,Female,45,11,9,26,Basic,Monthly,666,5,1
13155,64,Female,53,1,10,22,Standard,Annual,611,13,1
13156,45,Female,50,30,10,30,Standard,Quarterly,680,20,1
13157,65,Male,47,19,4,19,Standard,Monthly,644,12,1
13158,33,Female,16,25,2,19,Standard,Annual,299,14,1
13159,64,Female,30,18,7,26,Basic,Monthly,242,16,1
13160,59,Female,18,12,8,16,Premium,Annual,947,28,1
13161,52,Female,44,4,6,2,Standard,Quarterly,758,25,1
13162,37,Male,37,16,2,24,Premium,Monthly,231,4,1
13163,34,Female,34,19,3,22,Standard,Quarterly,357,6,1
13164,23,Male,58,21,2,28,Premium,Annual,858,19,1
13165,46,Female,19,1,7,22,Premium,Annual,518,14,1
13166,29,Female,52,6,8,21,Standard,Annual,136,2,1
13167,26,Male,36,11,6,20,Standard,Quarterly,312,26,1
13168,34,Male,26,23,6,5,Basic,Monthly,526,30,1
13169,29,Female,32,1,5,17,Premium,Annual,772,19,1
13170,39,Female,13,10,10,18,Basic,Quarterly,713,28,1
13171,22,Male,13,9,1,2,Standard,Annual,937,8,1
13172,51,Male,8,24,4,22,Basic,Quarterly,995,19,1
13173,32,Male,9,10,9,25,Basic,Quarterly,994,21,1
13174,30,Male,56,2,8,20,Premium,Annual,131,17,1
13175,36,Male,2,10,6,28,Standard,Quarterly,626,11,1
13176,30,Female,55,14,5,19,Standard,Annual,271,18,1
13177,57,Male,6,15,10,12,Premium,Monthly,507,7,1
13178,59,Male,22,17,6,17,Basic,Annual,588,16,1
13179,38,Male,23,4,1,4,Standard,Annual,699,4,1
13180,62,Male,60,19,2,7,Premium,Annual,853,29,1
13181,38,Female,27,21,3,16,Standard,Annual,250,15,1
13182,46,Male,44,5,1,27,Standard,Annual,690,22,1
13183,64,Male,48,12,4,0,Premium,Monthly,534,29,1
13184,61,Female,35,7,9,22,Premium,Quarterly,973,23,1
13185,45,Female,27,23,0,13,Basic,Quarterly,665,2,0
13186,50,Male,55,21,6,19,Premium,Annual,252,24,1
13187,26,Female,35,20,10,19,Premium,Quarterly,532,3,1
13188,58,Male,4,15,10,23,Basic,Quarterly,637,14,1
13189,50,Female,33,19,10,24,Standard,Quarterly,989,9,1
13190,24,Male,55,4,0,12,Standard,Quarterly,929,14,0
13191,62,Female,15,20,6,15,Premium,Quarterly,124,25,1
